STATE,DISTRICT,BLOCK,70-90 mts,90-110 mts,110-130 mts,130-150 mts,GREATER THAN 150 mts,TOTAL
BIHAR,SIWAN,NAUTAN,8,17,0,0,0,25
BIHAR,SIWAN,PACHRUKHI,6,0,0,0,0,6
BIHAR,SIWAN,RAGHUNATHPUR,41,1,0,0,0,42
BIHAR,SIWAN,SISWAN,3,3,0,0,0,6
BIHAR,SIWAN,SIWAN,0,0,14,0,0,14
BIHAR,SUPAUL,BASANTPUR,2,0,0,0,1,3
BIHAR,SUPAUL,CHHATAPUR,40,0,0,0,0,40
BIHAR,SUPAUL,KISHANPUR,0,0,0,1,0,1
BIHAR,SUPAUL,MARAUNA,3,0,0,0,0,3
BIHAR,SUPAUL,NIRMALI,1,0,0,0,0,1
BIHAR,SUPAUL,RAGHOPUR,9,0,0,0,0,9
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,3,0,0,0,0,3
BIHAR,SUPAUL,SUPAUL,3,0,0,2,0,5
BIHAR,SUPAUL,TRIVENIGANJ,1,0,0,1,0,2
BIHAR,VAISHALI,BHAGWANPUR,0,0,3,0,0,3
BIHAR,VAISHALI,BIDUPUR,1,10,1,0,0,12
BIHAR,VAISHALI,CHEHRAKALA,8,0,0,0,0,8
BIHAR,VAISHALI,DESARI,4,0,0,0,0,4
BIHAR,VAISHALI,GORAUL,16,0,0,0,0,16
BIHAR,VAISHALI,HAJIPUR,0,8,1,0,0,9
BIHAR,VAISHALI,JANDAHA,1,0,5,0,0,6
BIHAR,VAISHALI,LALGANJ,3,0,1,0,0,4
BIHAR,VAISHALI,MAHNAR,7,0,0,0,0,7
BIHAR,VAISHALI,MAHUA,6,0,0,0,0,6
BIHAR,VAISHALI,PATEDHI BELSAR,1,0,0,0,0,1
BIHAR,VAISHALI,PATEPUR,7,0,0,0,0,7
BIHAR,WEST CHAMPARAN,BAGAHA,1,0,0,0,0,1
BIHAR,WEST CHAMPARAN,BETTIAH,1,0,0,0,0,1
BIHAR,WEST CHAMPARAN,CHANPATIA,7,0,0,0,1,8
BIHAR,WEST CHAMPARAN,GAUNAHA,9,0,0,0,0,9
BIHAR,WEST CHAMPARAN,JOGAPATTI,14,0,0,0,0,14
BIHAR,WEST CHAMPARAN,LAURIA,0,1,0,0,0,1
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,1,0,0,0,0,1
BIHAR,WEST CHAMPARAN,NAUTAN,17,0,0,0,0,17
BIHAR,WEST CHAMPARAN,RAMNAGAR,52,0,0,0,0,52
BIHAR,WEST CHAMPARAN,SIDHAW,9,0,0,0,0,9
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,0,0,1,1,17,19
CHHATISGARH,BASTER,BADERAJPUR,2,0,0,0,0,2
CHHATISGARH,BASTER,JAGDALPUR,1,0,0,0,0,1
CHHATISGARH,BASTER,MAKADI,1,0,0,0,0,1
CHHATISGARH,BILASPUR,BELHA,39,0,0,33,0,72
CHHATISGARH,BILASPUR,BILASPUR,59,0,2,0,0,61
CHHATISGARH,BILASPUR,GOURELA,142,0,0,0,2,144
CHHATISGARH,BILASPUR,KOTA,12,0,0,3,0,15
CHHATISGARH,BILASPUR,LORMI,8,0,0,0,0,8
CHHATISGARH,BILASPUR,MARWAHI,8,0,0,0,0,8
CHHATISGARH,BILASPUR,MASTURI,19,0,0,0,0,19
CHHATISGARH,BILASPUR,MUNGELI,312,23,4,61,92,492
CHHATISGARH,BILASPUR,PENDRA-ROAD,85,0,3,8,10,106
CHHATISGARH,BILASPUR,TAKHATPUR,464,25,2,5,107,603
CHHATISGARH,DANTEWADA,KUOAKOANDA,1,0,0,0,0,1
CHHATISGARH,DANTEWADA,SUKMA,2,0,0,0,0,2
CHHATISGARH,DHAMTARI,KURUD,2,0,0,0,0,2
CHHATISGARH,DHAMTARI,NAGARI,6,0,0,0,0,6
CHHATISGARH,DURG,BEMETARA,5,0,0,0,0,5
CHHATISGARH,DURG,BERLA,18,0,0,0,0,18
CHHATISGARH,DURG,DHMADHA,5,0,0,0,0,5
CHHATISGARH,DURG,DONDI,2,0,0,0,0,2
CHHATISGARH,DURG,DURG,32,0,0,0,0,32
CHHATISGARH,DURG,GUNDERDEHI,7,0,0,0,0,7
CHHATISGARH,DURG,GURUR,7,0,0,0,0,7
CHHATISGARH,DURG,NAVAGARH,101,0,0,2,3,106
CHHATISGARH,DURG,PATAN,7,0,0,0,0,7
CHHATISGARH,DURG,SAJA,11,0,0,0,0,11
CHHATISGARH,JANJGIR-CHAMPA,AKALTARA,129,0,0,0,0,129
CHHATISGARH,JANJGIR-CHAMPA,BALOADA,8,0,0,0,0,8
CHHATISGARH,JANJGIR-CHAMPA,CHAMPA,13,0,0,0,0,13
CHHATISGARH,JANJGIR-CHAMPA,DABHARA,228,0,1,2,7,238
CHHATISGARH,JANJGIR-CHAMPA,JAIJAIPUR,40,0,0,0,0,40
CHHATISGARH,JANJGIR-CHAMPA,JANJGIR,2,0,0,4,19,25
CHHATISGARH,JANJGIR-CHAMPA,MALKHARODA,761,0,186,14,30,991
CHHATISGARH,JANJGIR-CHAMPA,NAVAGARH,1,0,0,0,0,1
CHHATISGARH,JANJGIR-CHAMPA,PAMGARH,9,0,0,0,0,9
CHHATISGARH,JANJGIR-CHAMPA,SAKTI,1477,0,22,6,94,1599
CHHATISGARH,JASHPUR,PATHALGAON,1,0,0,0,0,1
CHHATISGARH,KANKER,CHARAMA,6,0,0,0,0,6
CHHATISGARH,KAWARDHA,BODHLA,20,0,0,0,1,21
CHHATISGARH,KAWARDHA,KAWARDHA,41,0,0,0,1,42
CHHATISGARH,KAWARDHA,PANDARIYA,5,0,0,0,0,5
CHHATISGARH,KAWARDHA,S. LOHARA,2,0,0,0,0,2
CHHATISGARH,KORIA,BAIKUNTHPUR,2,2,0,0,0,4
CHHATISGARH,MAHASAMUND,MAHASAMUND,1,0,0,0,0,1
CHHATISGARH,MAHASAMUND,PITHOARA,1,0,0,0,0,1
CHHATISGARH,MAHASAMUND,SARIYPALI,1,0,1,0,0,2
CHHATISGARH,RAIGARH,DHARAMJAIGARH,53,0,3,0,46,102
CHHATISGARH,RAIGARH,GHARGODA,1,0,0,0,2,3
CHHATISGARH,RAIGARH,KHARSIYA,42,0,0,0,1,43
CHHATISGARH,RAIGARH,LAILUNGA,3,0,0,0,0,3
CHHATISGARH,RAIGARH,PUSHOR,3,0,2,71,102,178
CHHATISGARH,RAIGARH,RAIGARH,103,0,3,37,140,283
CHHATISGARH,RAIGARH,SARANGARH,25,1,2,0,14,42
CHHATISGARH,RAIGARH,TAMNAR,18,0,2,0,0,20
CHHATISGARH,RAIPUR,ABHANPUR,4,0,0,0,0,4
CHHATISGARH,RAIPUR,ARANG,4,0,0,0,0,4
CHHATISGARH,RAIPUR,BHATAPARA,9,0,0,0,0,9
CHHATISGARH,RAIPUR,BILAIGARH,8,0,1,0,0,9
CHHATISGARH,RAIPUR,BLOUDABAJAR,2,2,0,0,0,4
CHHATISGARH,RAIPUR,CHHURA,1,0,0,0,0,1
CHHATISGARH,RAIPUR,DEVBHOG,1,0,0,0,1,2
CHHATISGARH,RAIPUR,GARIYABAND,15,0,1,0,0,16
CHHATISGARH,RAIPUR,KASDOL,7,0,0,0,0,7
CHHATISGARH,RAIPUR,PALARI,1,0,0,0,0,1
CHHATISGARH,RAIPUR,RAIPUR,8,0,0,0,1,9
CHHATISGARH,RAIPUR,SIMGA,11,0,0,0,0,11
CHHATISGARH,RAIPUR,TILDA,43,0,1,3,23,70
CHHATISGARH,RAJNANDGAON,DONGAR GAON,3,0,0,0,0,3
CHHATISGARH,RAJNANDGAON,DONGAR GARH,7,0,0,0,0,7
CHHATISGARH,RAJNANDGAON,KHAIRAGARH,1,0,0,0,0,1
CHHATISGARH,RAJNANDGAON,MOHLA,4,0,0,0,0,4
CHHATISGARH,RAJNANDGAON,RAJNANDGAON,2,0,0,0,0,2
CHHATISGARH,SURGUJA,AMBIKAPUR (01),10,0,0,2,0,12
CHHATISGARH,SURGUJA,BALRAMPUR (03),1,0,0,0,0,1
CHHATISGARH,SURGUJA,BATAULI (04),1,0,0,0,0,1
CHHATISGARH,SURGUJA,BHAIYATHAN (05),0,0,0,1,2,3
CHHATISGARH,SURGUJA,LAKHANPUR (07),5,0,0,0,0,5
CHHATISGARH,SURGUJA,LUNDRA (08),5,0,0,0,0,5
CHHATISGARH,SURGUJA,PAL (RAMANUJGANJ)  R,1,0,0,0,0,1
CHHATISGARH,SURGUJA,PRATAPPUR (11),14,0,0,0,5,19
CHHATISGARH,SURGUJA,RAJPUR (13),6,0,0,0,1,7
CHHATISGARH,SURGUJA,RAMANUJNAGAR (14),7,0,0,0,3,10
CHHATISGARH,SURGUJA,SITAPUR (17),3,0,0,0,0,3
CHHATISGARH,SURGUJA,SURAJPUR (18),3,0,0,0,0,3
CHHATISGARH,SURGUJA,UDAYPUR (19),0,1,0,0,0,1
CHHATISGARH,SURGUJA,WADAFNAGAR (02),4,0,1,0,0,5
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,1,0,0,0,0,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,8,0,0,0,0,8
DELHI,ALIPUR,ALIPUR,0,4,0,0,0,4
DELHI,MAHRAULI,MAHRAULI,214,333,148,20,4,719
DELHI,NAJAFGARH,NAJAFGARH,504,0,0,0,0,504
DELHI,NANGLOI,NANGLOI,1,0,0,0,0,1
GOA,NORTH GOA,PERNEM,1,0,0,0,1,2
GOA,NORTH GOA,PONDA,7,0,0,0,0,7
GOA,NORTH GOA,SATTARI,16,0,0,0,0,16
GOA,SOUTH GOA,CANACONA,15,3,0,0,0,18
GOA,SOUTH GOA,MORMUGAO,4,0,0,0,0,4
GUJARAT,AHMEDABAD,BARWALA,65,0,0,0,0,65
GUJARAT,AHMEDABAD,BAVLA,1,0,0,39,272,312
GUJARAT,AHMEDABAD,DASKROI,130,235,254,592,580,1791
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,1,0,0,0,421,422
GUJARAT,AHMEDABAD,DHANDHUKA,0,5,0,0,0,5
GUJARAT,AHMEDABAD,DHOLKA,538,32,3,459,391,1423
GUJARAT,AHMEDABAD,MANDAL,7,85,0,0,242,334
GUJARAT,AHMEDABAD,RANPUR,267,215,36,0,2,520
GUJARAT,AHMEDABAD,SANAND,140,313,12,12,161,638
GUJARAT,AHMEDABAD,VIRAMGAM,0,0,0,161,370,531
GUJARAT,AMRELI,AMRELI,3,0,0,0,0,3
GUJARAT,AMRELI,BABRA,5,0,0,0,1,6
GUJARAT,AMRELI,BAGASARA,1,0,0,0,0,1
GUJARAT,AMRELI,DHARI,2,0,0,0,0,2
GUJARAT,AMRELI,KHAMBHA,1,0,0,0,0,1
GUJARAT,AMRELI,KUNKAVAV VADIA,1,0,0,0,0,1
GUJARAT,AMRELI,LATHI,159,1,1,5,1,167
GUJARAT,AMRELI,SAVARKUNDLA,2,0,0,0,6,8
GUJARAT,ANAND,ANAND,242,23,6,3,0,274
GUJARAT,ANAND,ANKLAV,304,4,29,0,0,337
GUJARAT,ANAND,BORSAD,665,94,51,80,45,935
GUJARAT,ANAND,KHAMBHAT,422,362,50,0,0,834
GUJARAT,ANAND,PETLAD,11,0,0,0,0,11
GUJARAT,ANAND,SOJITRA,6,2,3,6,0,17
GUJARAT,ANAND,TARAPUR,28,4,0,0,0,32
GUJARAT,ANAND,UMRETH,10,0,1,29,2,42
GUJARAT,BANASKANTHA,AMIRGADH,11,0,0,0,2,13
GUJARAT,BANASKANTHA,BHABHAR,1725,0,0,0,0,1725
GUJARAT,BANASKANTHA,DANTA,30,14,7,0,2,53
GUJARAT,BANASKANTHA,DANTIWADA,105,0,1,857,2639,3602
GUJARAT,BANASKANTHA,DEESA,62,0,32,5271,8330,13695
GUJARAT,BANASKANTHA,DEODAR,5787,0,0,0,1,5788
GUJARAT,BANASKANTHA,DHANERA,4943,2,13,3301,1823,10082
GUJARAT,BANASKANTHA,KANKAREJ,5054,0,0,0,0,5054
GUJARAT,BANASKANTHA,PALANPUR,1615,0,1,1,136,1753
GUJARAT,BANASKANTHA,THARAD,11854,0,0,0,2,11856
GUJARAT,BANASKANTHA,VADAGAM,1695,0,0,1,953,2649
GUJARAT,BANASKANTHA,WAV,831,0,0,0,0,831
GUJARAT,BHARUCH,ANKLESVAR,3,0,0,0,0,3
GUJARAT,BHARUCH,BHARUCH,130,23,0,0,0,153
GUJARAT,BHARUCH,JHAGADIA,3,0,0,0,0,3
GUJARAT,BHARUCH,VAGRA,0,0,0,1,0,1
GUJARAT,BHAVNAGAR,BHAVNAGAR,20,0,0,0,0,20
GUJARAT,BHAVNAGAR,GARIADHAR,1,0,0,0,0,1
GUJARAT,BHAVNAGAR,GHOGHA,1,0,0,0,0,1
GUJARAT,BHAVNAGAR,SIHOR,1,0,0,0,0,1
GUJARAT,DAHOD,DEVGADH BARIA,1,0,0,0,0,1
GUJARAT,DAHOD,DHANPUR,1,0,0,0,0,1
GUJARAT,DAHOD,JHALOD,1,0,0,0,0,1
GUJARAT,DAHOD,LIMKHEDA,1,0,0,0,0,1
GUJARAT,DANG,DANG,1,1,0,0,0,2
GUJARAT,GANDHINAGAR,DEHGAM,453,663,230,238,569,2153
GUJARAT,GANDHINAGAR,GANDHINAGAR,4,441,17,399,2126,2987
GUJARAT,GANDHINAGAR,KALOL,2,1,47,46,883,979
GUJARAT,JAMNAGAR,DHROL,2,0,0,0,0,2
GUJARAT,JAMNAGAR,JAMJODHPUR,1,0,0,0,0,1
GUJARAT,JAMNAGAR,JAMNAGAR,0,0,0,0,1,1
GUJARAT,JUNAGADH,BHESANA,104,0,0,0,241,345
GUJARAT,JUNAGADH,JUNAGADH,2,0,0,0,0,2
GUJARAT,JUNAGADH,KESHOD,6,0,0,0,0,6
GUJARAT,JUNAGADH,KODINAR,1,0,0,0,0,1
GUJARAT,JUNAGADH,MALIA,4,0,0,0,2,6
GUJARAT,JUNAGADH,MANAVADAR,1,0,0,0,0,1
GUJARAT,JUNAGADH,MANGROL,41,0,1,0,0,42
GUJARAT,JUNAGADH,MENDARDA,250,0,0,0,36,286
GUJARAT,JUNAGADH,PATAN-VERAVAL,6,0,0,0,18,24
GUJARAT,JUNAGADH,SUTRAPADA,1,0,0,0,0,1
GUJARAT,JUNAGADH,TALALA,0,0,0,1,32,33
GUJARAT,JUNAGADH,VATHALI,2,0,0,0,87,89
GUJARAT,JUNAGADH,VISAVADAR,474,1,3,41,1397,1916
GUJARAT,KACHCHH,ABDASA,104,0,0,0,0,104
GUJARAT,KACHCHH,ANJAR,1096,56,730,66,102,2050
GUJARAT,KACHCHH,BHACHAU,135,358,587,20,9,1109
GUJARAT,KACHCHH,BHUJ,844,31,1186,690,335,3086
GUJARAT,KACHCHH,GANDHIDHAM,1,25,78,23,37,164
GUJARAT,KACHCHH,LAKHPAT,5,20,10,2,3,40
GUJARAT,KACHCHH,MANDVI,947,864,846,850,327,3834
GUJARAT,KACHCHH,MUNDRA,60,76,116,37,27,316
GUJARAT,KACHCHH,NAKHATRANA,767,362,625,667,196,2617
GUJARAT,KACHCHH,RAPAR,4,1,0,0,0,5
GUJARAT,KHEDA,BALASINOR,0,2,0,0,60,62
GUJARAT,KHEDA,KAPADVANJ,322,90,4,6,6,428
GUJARAT,KHEDA,KATHLAL,532,179,29,9,42,791
GUJARAT,KHEDA,KHEDA,73,338,0,0,0,411
GUJARAT,KHEDA,MAHUDHA,8,11,16,9,0,44
GUJARAT,KHEDA,MATAR,0,10,0,0,0,10
GUJARAT,KHEDA,MEHMEDABAD,20,66,1,1,2,90
GUJARAT,KHEDA,NADIAD,13,9,2,1,0,25
GUJARAT,KHEDA,THASRA,472,154,22,12,15,675
GUJARAT,KHEDA,VIRPUR,95,91,30,36,31,283
GUJARAT,MEHSANA,BECHARAJI,10,5,2,14,528,559
GUJARAT,MEHSANA,KADI,23,51,151,209,1591,2025
GUJARAT,MEHSANA,KHERALU,2212,384,76,17,324,3013
GUJARAT,MEHSANA,MEHSANA,19,15,43,193,1871,2141
GUJARAT,MEHSANA,SATLASANA,2412,68,30,19,267,2796
GUJARAT,MEHSANA,UNJHA,40,34,6,30,658,768
GUJARAT,MEHSANA,VADNAGAR,698,0,0,0,0,698
GUJARAT,MEHSANA,VIJAPUR,142,148,334,373,1125,2122
GUJARAT,MEHSANA,VISNAGAR,86,22,14,80,1140,1342
GUJARAT,NARMADA,DEDIAPADA,30,28,0,1,9,68
GUJARAT,NARMADA,NANDOD,581,116,0,10,4,711
GUJARAT,NARMADA,SAGBARA,9,1,0,0,0,10
GUJARAT,NARMADA,TILAKWADA,104,28,0,0,0,132
GUJARAT,NAVSARI,CHIKHLI,3,0,0,0,0,3
GUJARAT,NAVSARI,GANDEVI,4,0,0,0,0,4
GUJARAT,NAVSARI,JALALPORE,5,0,0,0,0,5
GUJARAT,NAVSARI,NAVSARI,1,0,0,0,0,1
GUJARAT,PANCHMAHAL,GHOGHAMBA,15,2,0,0,0,17
GUJARAT,PANCHMAHAL,HALOL,269,6,0,2,0,277
GUJARAT,PANCHMAHAL,JAMBUGHODA,12,0,0,3,0,15
GUJARAT,PANCHMAHAL,KALOL,3,0,0,0,0,3
GUJARAT,PANCHMAHAL,KHANPUR,2,0,0,0,0,2
GUJARAT,PANCHMAHAL,SHEHERA,4,0,0,0,0,4
GUJARAT,PATAN,CHANASMA,0,3,0,24,711,738
GUJARAT,PATAN,HARIJ,2,4,14,34,539,593
GUJARAT,PATAN,PATAN,3,45,95,131,1758,2032
GUJARAT,PATAN,RADHANPUR,14,9,0,0,229,252
GUJARAT,PATAN,SAMI,0,0,0,0,607,607
GUJARAT,PATAN,SANTALPUR,1,1,2,11,89,104
GUJARAT,PATAN,SIDHPUR,1,0,1,0,1461,1463
GUJARAT,PATAN,VAGDOD,1,37,141,120,479,778
GUJARAT,PORBANDAR,KUTIYANA,2,1,0,0,0,3
GUJARAT,PORBANDAR,RANAVAV,21,8,0,0,0,29
GUJARAT,RAJKOT,DHORAJI,8,15,126,65,5,219
GUJARAT,RAJKOT,GONDAL,14,33,79,35,132,293
GUJARAT,RAJKOT,JAMKANDORNA,22,4,45,63,51,185
GUJARAT,RAJKOT,JASDAN,1,11,30,12,0,54
GUJARAT,RAJKOT,JETPUR,164,40,12,3,0,219
GUJARAT,RAJKOT,KOTADA SANGANI,0,3,0,6,6,15
GUJARAT,RAJKOT,LODHIKA,76,48,82,15,11,232
GUJARAT,RAJKOT,MALIYA,1,0,0,2,4,7
GUJARAT,RAJKOT,MORVI,9,4,9,128,288,438
GUJARAT,RAJKOT,PADDHARI,20,31,5,21,27,104
GUJARAT,RAJKOT,RAJKOT,7,1,7,29,45,89
GUJARAT,RAJKOT,TANKARA,0,1,0,5,0,6
GUJARAT,RAJKOT,UPLETA,14,0,0,6,2,22
GUJARAT,RAJKOT,WANKANER,70,196,280,370,742,1658
GUJARAT,SABARKANTHA,BHILODA,1922,213,3,19,473,2630
GUJARAT,SABARKANTHA,DHANSURA,1,0,0,0,0,1
GUJARAT,SABARKANTHA,HIMATNAGAR,185,0,0,0,0,185
GUJARAT,SABARKANTHA,IDAR,19,0,63,212,4630,4924
GUJARAT,SABARKANTHA,KHEDBRAHMA,9,0,0,0,0,9
GUJARAT,SABARKANTHA,MEGHRAJ,114,406,38,7,819,1384
GUJARAT,SABARKANTHA,MODASA,7,3,6,0,5,21
GUJARAT,SABARKANTHA,PRANTIJ,1,1,0,0,0,2
GUJARAT,SABARKANTHA,VADALI,1,0,0,1,0,2
GUJARAT,SABARKANTHA,VIJAYNAGAR,2,3,1,0,0,6
GUJARAT,SURAT,CHORASI,7,0,0,0,0,7
GUJARAT,SURAT,MANDVI,1,0,0,0,0,1
GUJARAT,SURENDRANAGAR,CHOTILA,77,0,0,0,18,95
GUJARAT,SURENDRANAGAR,CHUDA,13,60,0,0,206,279
GUJARAT,SURENDRANAGAR,DASADA,45,6,0,3,106,160
GUJARAT,SURENDRANAGAR,DHRANGADHRA,1040,107,77,503,916,2643
GUJARAT,SURENDRANAGAR,HALVAD,2,4,2,109,6224,6341
GUJARAT,SURENDRANAGAR,LIMDI,11,3,1,1,1,17
GUJARAT,SURENDRANAGAR,MULI,254,1582,963,281,158,3238
GUJARAT,SURENDRANAGAR,SAYLA,86,460,191,23,89,849
GUJARAT,SURENDRANAGAR,WADHWAN,153,179,287,146,204,969
GUJARAT,VADODARA,CHHOTA UDAIPUR,5,0,0,0,0,5
GUJARAT,VADODARA,DABHOI,503,62,1,1,19,586
GUJARAT,VADODARA,JETPUR  PAVI,119,0,0,0,0,119
GUJARAT,VADODARA,KARJAN,1941,207,1,0,5,2154
GUJARAT,VADODARA,KAVANT,2,0,0,0,0,2
GUJARAT,VADODARA,NASVADI,86,2,0,1,1,90
GUJARAT,VADODARA,PADARA,601,109,2,0,4,716
GUJARAT,VADODARA,SANKHEDA,117,1,0,0,2,120
GUJARAT,VADODARA,SAVLI,25,7,0,0,0,32
GUJARAT,VADODARA,SINOR,178,7,1,0,31,217
GUJARAT,VADODARA,VADODARA,1053,40,1,0,0,1094
GUJARAT,VADODARA,VAGHODIA,653,14,3,1,3,674
HARYANA,AMBALA,AMBALA,612,2655,0,0,0,3267
HARYANA,AMBALA,AMBALA-1,9,32,0,0,0,41
HARYANA,AMBALA,BARARA,82,439,0,0,0,521
HARYANA,AMBALA,NARAINGARH,43,222,0,0,0,265
HARYANA,AMBALA,SAHA,1,2,0,0,0,3
HARYANA,AMBALA,SHAHAZADPUR,104,366,0,0,0,470
HARYANA,BHIWANI,BADHRA,152,651,0,0,0,803
HARYANA,BHIWANI,BAWANI-KHERA,13,50,0,0,0,63
HARYANA,BHIWANI,BHIWANI,43,157,0,0,0,200
HARYANA,BHIWANI,DADRI-I,111,456,0,0,0,567
HARYANA,BHIWANI,DADRI-II,61,280,0,0,0,341
HARYANA,BHIWANI,KURU,2,11,0,0,0,13
HARYANA,BHIWANI,LOHARU,217,831,0,0,0,1048
HARYANA,BHIWANI,SIWANI,130,528,0,0,0,658
HARYANA,BHIWANI,TOSHAM,24,93,0,0,0,117
HARYANA,FARIDABAD,FARIDABAD,3,25,0,0,0,28
HARYANA,FATEHABAD,BHUNA,59,215,0,0,0,274
HARYANA,FATEHABAD,FATEHABAD,199,766,0,0,0,965
HARYANA,FATEHABAD,RATIA,49,175,0,0,0,224
HARYANA,FATEHABAD,TOHANA,300,1242,0,0,0,1542
HARYANA,GURGAON,FARUKH NAGAR,100,462,0,0,0,562
HARYANA,GURGAON,GURGAON,52,231,0,0,0,283
HARYANA,GURGAON,PATAUDI,148,540,0,0,0,688
HARYANA,GURGAON,SOHNA,69,397,0,0,0,466
HARYANA,HISSAR,AGROHA,17,116,0,0,0,133
HARYANA,HISSAR,BARWALA,4,21,0,0,0,25
HARYANA,HISSAR,HISSAR-II,37,148,0,0,0,185
HARYANA,HISSAR,UKLANA,11,83,0,0,0,94
HARYANA,JHAJJAR,BAHADURGARH,120,445,0,0,0,565
HARYANA,JHAJJAR,BERI,9,33,0,0,0,42
HARYANA,JHAJJAR,JHAJJAR,58,386,0,0,0,444
HARYANA,JHAJJAR,MATANHAIL,113,510,0,0,0,623
HARYANA,JHAJJAR,SAHLAWAS,104,568,0,0,0,672
HARYANA,JIND,ALEWA,19,96,0,0,0,115
HARYANA,JIND,JIND,28,102,0,0,0,130
HARYANA,JIND,JULANA,70,340,0,0,0,410
HARYANA,JIND,NARWANA,106,405,0,0,0,511
HARYANA,JIND,PILLU KHERA,44,169,0,0,0,213
HARYANA,JIND,SAFIDON,20,130,0,0,0,150
HARYANA,JIND,UCHANA,56,290,0,0,0,346
HARYANA,KAITHAL,GUHLA,376,1581,0,0,0,1957
HARYANA,KAITHAL,KAITHAL,206,929,0,0,0,1135
HARYANA,KAITHAL,KALAYAT,66,278,0,0,0,344
HARYANA,KAITHAL,PUNDRI,141,604,0,0,0,745
HARYANA,KAITHAL,RAJOND,59,177,0,0,0,236
HARYANA,KARNAL,ASSANDH,282,1283,0,0,0,1565
HARYANA,KARNAL,GHARAUNDA,158,700,0,0,0,858
HARYANA,KARNAL,INDRI,148,567,0,0,0,715
HARYANA,KARNAL,KARNAL,132,662,0,0,0,794
HARYANA,KARNAL,NILOKHERI,240,1016,0,0,0,1256
HARYANA,KARNAL,NISSING,16,63,0,0,0,79
HARYANA,KURUKSHETRA,BABAIN,2,24,0,0,0,26
HARYANA,KURUKSHETRA,LADWA,0,1,0,0,0,1
HARYANA,KURUKSHETRA,PEHOWA,483,1891,0,0,0,2374
HARYANA,KURUKSHETRA,SHAHBAD,110,541,0,0,0,651
HARYANA,KURUKSHETRA,THANESAR,96,448,0,0,0,544
HARYANA,MAHENDRAGARH,ATELI NANGAL,56,336,0,0,0,392
HARYANA,MAHENDRAGARH,KANINA,3,15,0,0,0,18
HARYANA,MAHENDRAGARH,MAHENDRAGARH,12,61,0,0,0,73
HARYANA,MAHENDRAGARH,NANGAL CHAUDHARY,165,701,0,0,0,866
HARYANA,MAHENDRAGARH,NARNAUL,23,120,0,0,0,143
HARYANA,MEWAT,FEROZEPUR JHIRKA,157,715,0,0,0,872
HARYANA,MEWAT,NAGINA,98,387,0,0,0,485
HARYANA,MEWAT,NUH,203,812,0,0,0,1015
HARYANA,MEWAT,PUNHANA,72,257,0,0,0,329
HARYANA,MEWAT,TAORU,149,522,0,0,0,671
HARYANA,PANCHKULA,BARWALA,14,55,0,0,0,69
HARYANA,PANCHKULA,PINJORE,18,79,0,0,0,97
HARYANA,PANCHKULA,RAIPUR RANI,41,141,0,0,0,182
HARYANA,PANIPAT,BAPAULI,124,563,0,0,0,687
HARYANA,PANIPAT,ISRANA,53,272,0,0,0,325
HARYANA,PANIPAT,MADLAUDA,86,323,0,0,0,409
HARYANA,PANIPAT,PANIPAT,123,498,0,0,0,621
HARYANA,PANIPAT,SMALKHA,82,443,0,0,0,525
HARYANA,REWARI,BAWAL,38,235,0,0,0,273
HARYANA,REWARI,JATUSANA,33,110,0,0,0,143
HARYANA,REWARI,KHOL,10,32,0,0,0,42
HARYANA,REWARI,NAHAR,58,212,0,0,0,270
HARYANA,REWARI,REWARI,58,255,0,0,0,313
HARYANA,ROHTAK,KALANAUR,28,132,0,0,0,160
HARYANA,ROHTAK,LAKHAN MAJRA,11,50,0,0,0,61
HARYANA,ROHTAK,ROHTAK,24,92,0,0,0,116
HARYANA,SIRSA,BARAGUDHA,29,96,0,0,0,125
HARYANA,SIRSA,ELLENABAD,29,114,0,0,0,143
HARYANA,SIRSA,NATHUSARI CHOPTA,56,281,0,0,0,337
HARYANA,SIRSA,ODHAN,36,134,0,0,0,170
HARYANA,SIRSA,RANIA,54,201,0,0,0,255
HARYANA,SIRSA,SIRSA,377,1750,0,0,0,2127
HARYANA,SONEPAT,GANAUR,106,477,0,0,0,583
HARYANA,SONEPAT,GOHANA,26,93,0,0,0,119
HARYANA,SONEPAT,KHARKHODA,138,499,0,0,0,637
HARYANA,SONEPAT,RAI,76,306,0,0,0,382
HARYANA,SONEPAT,SONEPAT,136,678,0,0,0,814
HARYANA,YAMUNANAGAR,BILASPUR,66,276,0,0,0,342
HARYANA,YAMUNANAGAR,CHHACHHRAULI,8,26,0,0,0,34
HARYANA,YAMUNANAGAR,JAGADHARI,20,110,0,0,0,130
HARYANA,YAMUNANAGAR,MUSTAFABAD,5,49,0,0,0,54
HARYANA,YAMUNANAGAR,RADAUR,9,14,0,0,0,23
HARYANA,YAMUNANAGAR,SADHAURA,83,377,0,0,0,460
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),2,0,0,0,0,2
HIMACHAL PRADESH,Hamirpur,NADAUN,3,0,0,0,0,3
